player;nationality;position;squad;age;value;height;league;games;minutes;goals;assists;saves;Pts/G;CL
Ălex Collado;es ESP;DF;Barcelona;20;4000000;177;La Liga;1;6;0;0;0;2.16;1
Ousmane DembĂ©lĂ©;fr FRA;FW;Barcelona;22;56000000;178;La Liga;5;357;1;0;0;2.16;1
Ansu Fati;es ESP;FW_DF;Barcelona;16;80000000;178;La Liga;24;1027;7;1;0;2.16;1
Junior Firpo;es ESP;DF;Barcelona;22;14000000;184;La Liga;17;1014;1;1;0;2.16;1
Antoine Griezmann;fr FRA;FW;Barcelona;28;96000000;176;La Liga;35;2549;9;4;0;2.16;1
Frenkie de Jong;nl NED;MF;Barcelona;22;72000000;181;La Liga;29;2115;2;2;0;2.16;1
ClĂ©ment Lenglet;fr FRA;DF;Barcelona;24;48000000;186;La Liga;28;2424;2;1;0;2.16;1
Arthur Melo;br BRA;MF;Barcelona;22;60000000;172;La Liga;21;1182;3;3;0;2.16;1
Lionel Messi;ar ARG;FW_MF;Barcelona;32;112000000;170;La Liga;33;2880;25;21;0;2.16;1
Carles PĂ©rez;es ESP;FW;Barcelona;21;9000000;173;La Liga;10;476;1;2;0;2.16;1
Gerard PiquĂ©;es ESP;DF;Barcelona;32;20000000;194;La Liga;35;3092;1;0;0;2.16;1
Riqui Puig;es ESP;MF;Barcelona;19;9000000;169;La Liga;11;510;0;2;0;2.16;1
Rafinha;br BRA;FW_MF;Barcelona;26;9500000;174;La Liga;3;186;0;0;0;2.16;1
Ivan Rakitic;hr CRO;MF;Barcelona;31;10000000;184;La Liga;31;1589;1;3;0;2.16;1
Sergi Roberto;es ESP;DF_MF;Barcelona;27;40000000;178;La Liga;30;2339;1;2;0;2.16;1
NĂ©lson Semedo;pt POR;DF;Barcelona;25;32000000;177;La Liga;32;2097;1;2;0;2.16;1
Luis SuĂˇrez;uy URU;FW;Barcelona;32;28000000;182;La Liga;28;1998;16;8;0;2.16;1
Marc-AndrĂ© ter Stegen;de GER;GK;Barcelona;27;72000000;187;La Liga;36;3240;0;2;78;2.16;1
Jean-Clair Todibo;fr FRA;DF;Barcelona;19;9000000;190;La Liga;2;77;0;0;0;2.16;1
Samuel Umtiti;fr FRA;DF;Barcelona;25;32000000;182;La Liga;13;949;0;0;0;2.16;1
Arturo Vidal;cl CHI;MF;Barcelona;32;11000000;180;La Liga;33;1671;8;2;0;2.16;1
Moussa WaguĂ©;sn SEN;DF;Barcelona;20;6000000;177;La Liga;1;90;0;0;0;2.16;1
David Alaba;at AUT;DF;Bayern_Munich;27;52000000;180;Bundesliga;28;2498;1;1;0;2.41;1
Thiago AlcĂˇntara;es ESP;MF;Bayern_Munich;28;48000000;174;Bundesliga;24;1771;3;0;0;2.41;1
JĂ©rĂ´me Boateng;de GER;DF;Bayern_Munich;30;12000000;190;Bundesliga;24;1796;0;2;0;2.41;1
Kingsley Coman;fr FRA;FW_MF;Bayern_Munich;23;40000000;180;Bundesliga;24;1505;4;3;0;2.41;1
Philippe Coutinho;br BRA;MF_FW;Bayern_Munich;27;56000000;172;Bundesliga;23;1411;8;6;0;2.41;1
MickaĂ«l Cuisance;fr FRA;MF_FW;Bayern_Munich;19;10000000;181;Bundesliga;9;307;1;0;0;2.41;1
Leon Dajaku;de GER;DF;Bayern_Munich;18;2000000;180;Bundesliga;2;12;0;0;0;2.41;1
Alphonso Davies;ca CAN;DF;Bayern_Munich;18;45000000;183;Bundesliga;29;2234;3;5;0;2.41;1
Serge Gnabry;de GER;FW_MF;Bayern_Munich;24;72000000;176;Bundesliga;31;2193;12;10;0;2.41;1
Leon Goretzka;de GER;MF;Bayern_Munich;24;40000000;189;Bundesliga;24;1512;6;5;0;2.41;1
Lucas HernĂˇndez;fr FRA;DF;Bayern_Munich;23;56000000;182;Bundesliga;19;920;0;1;0;2.41;1
Joshua Kimmich;de GER;MF_DF;Bayern_Munich;24;64000000;177;Bundesliga;33;2818;4;7;0;2.41;1
Robert Lewandowski;pl POL;FW;Bayern_Munich;30;56000000;185;Bundesliga;31;2759;34;4;0;2.41;1
Javi MartĂ­nez;es ESP;DF_MF;Bayern_Munich;30;20000;180;Bundesliga;16;675;0;0;0;2.41;1
Thomas MĂĽller;de GER;MF_FW;Bayern_Munich;29;25000000;185;Bundesliga;33;2255;8;21;0;2.41;1
Manuel Neuer;de GER;GK;Bayern_Munich;33;14000000;193;Bundesliga;33;2970;0;0;84;2.41;1
Ălvaro Odriozola;es ESP;DF;Bayern_Munich;23;16000000;176;Bundesliga;3;152;0;0;0;2.41;1
Kwasi Okyere Wriedt;gh GHA;FW;Bayern_Munich;25;80000;188;Bundesliga;1;14;0;0;0;2.41;1
Benjamin Pavard;fr FRA;DF;Bayern_Munich;23;28000000;186;Bundesliga;32;2790;4;4;0;2.41;1
Ivan PeriĹˇiÄ‡;hr CRO;FW_MF;Bayern_Munich;30;15000000;187;Bundesliga;22;1206;4;3;0;2.41;1
Chris Richards;us USA;DF;Bayern_Munich;19;1000000;188;Bundesliga;1;7;0;0;0;2.41;1
Renato Sanches;pt POR;MF;Bayern_Munich;21;16000000;176;Bundesliga;1;6;0;0;0;2.41;1
Sarpreet Singh;nz NZL;FW_MF;Bayern_Munich;20;90000;175;Bundesliga;2;72;0;0;0;2.41;1
Niklas SĂĽle;de GER;DF;Bayern_Munich;23;48000000;195;Bundesliga;8;641;0;1;0;2.41;1
Corentin Tolisso;fr FRA;MF;Bayern_Munich;24;25000000;181;Bundesliga;13;638;1;2;0;2.41;1
Sven Ulreich;de GER;GK;Bayern_Munich;30;3000000;192;Bundesliga;1;90;0;0;2;2.41;1
Joshua Zirkzee;nl NED;FW;Bayern_Munich;18;6000000;193;Bundesliga;9;297;4;0;0;2.41;1
Carles AleĂ±Ăˇ;es ESP;MF_FW;Betis;21;18000000;180;La Liga;17;735;1;0;0;1.08;0
Antonio BarragĂˇn;es ESP;DF;Betis;32;1000000;186;La Liga;12;641;0;1;0;1.08;0
Marc Bartra;es ESP;DF_MF;Betis;28;17000000;184;La Liga;30;2524;3;1;0;1.08;0
Sergio Canales;es ESP;MF_FW;Betis;28;20000000;180;La Liga;36;3163;6;6;0;1.08;0
William Carvalho;pt POR;MF;Betis;27;16000000;187;La Liga;13;892;0;0;0;1.08;0
Emerson;br BRA;DF;Betis;20;25000000;183;La Liga;33;2839;3;6;0;1.08;0
Zouhair Feddal;ma MAR;DF;Betis;30;4000000;192;La Liga;17;1431;1;2;0;1.08;0
Nabil Fekir;fr FRA;MF_FW;Betis;26;32000000;173;La Liga;32;2638;7;4;0;1.08;0
Javi GarcĂ­a;es ESP;MF;Betis;32;1000000;187;La Liga;8;377;0;0;0;1.08;0
Ă‰dgar GonzĂˇlez;es ESP;MF;Betis;22;1000000;193;La Liga;10;681;0;0;0;1.08;0
AndrĂ©s Guardado;mx MEX;MF;Betis;32;3000000;169;La Liga;28;2046;0;3;0;1.08;0
Ismael GutiĂ©rrez;es ESP;MF;Betis;18;90000;0;La Liga;3;83;0;0;0;1.08;0
Borja Iglesias;es ESP;FW;Betis;26;14000000;187;La Liga;35;1922;3;2;0;1.08;0
JoaquĂ­n;es ESP;MF_FW;Betis;38;1500000;181;La Liga;34;2060;8;3;0;1.08;0
Juanmi;es ESP;FW_MF;Betis;26;3000000;172;La Liga;8;264;1;0;0;1.08;0
Wilfrid Kaptoum;cm CMR;MF;Betis;23;2000000;170;La Liga;5;194;0;0;0;1.08;0
Diego Lainez;mx MEX;MF_FW;Betis;19;9000000;167;La Liga;15;348;0;0;0;1.08;0
AĂŻssa Mandi;dz ALG;DF;Betis;27;16000000;184;La Liga;29;2576;0;0;0;1.08;0
Daniel MartĂ­n;es ESP;GK;Betis;21;3500000;187;La Liga;6;531;0;0;14;1.08;0
Ălex Moreno;es ESP;DF;Betis;26;5000000;179;La Liga;31;2265;0;4;0;1.08;0
Loren MorĂłn;es ESP;FW;Betis;25;16000000;185;La Liga;36;2031;10;3;0;1.08;0
Alfonso Pedraza;es ESP;DF;Betis;23;9000000;184;La Liga;21;1349;1;0;0;1.08;0
Joel Robles;es ESP;GK;Betis;29;6000000;197;La Liga;33;2887;0;0;80;1.08;0
Guido RodrĂ­guez;ar ARG;MF;Betis;25;8000000;185;La Liga;14;936;1;0;0;1.08;0
Sidnei;br BRA;DF;Betis;29;5000000;185;La Liga;14;1175;1;0;0;1.08;0
Cristian Tello;es ESP;MF_FW;Betis;27;4000000;178;La Liga;27;787;2;0;0;1.08;0
Mattia Bani;it ITA;DF;Bologna;25;2000000;188;Serie A;27;2207;4;0;0;1.24;0
Musa Barrow;gm GAM;FW;Bologna;20;11000000;184;Serie A;18;1354;9;2;0;1.24;0
Federico Bonini;it ITA;DF;Bologna;17;25000;185;Serie A;1;7;0;0;0;1.24;0
Gianmarco Cangiano;it ITA;FW_MF;Bologna;17;50000;176;Serie A;3;21;0;0;0;1.24;0
Gabriele Corbo;it ITA;DF;Bologna;19;72500;186;Serie A;2;122;0;0;0;1.24;0
Stefano Denswil;nl NED;DF;Bologna;26;4000000;188;Serie A;26;2240;0;1;0;1.24;0
Mattia Destro;it ITA;FW;Bologna;28;2000000;182;Serie A;5;185;0;0;0;1.24;0
Mitchell Dijks;nl NED;DF;Bologna;26;4000000;194;Serie A;13;1006;0;0;0;1.24;0
NicolĂˇs DomĂ­nguez;ar ARG;MF;Bologna;21;15000000;179;Serie A;16;699;0;1;0;1.24;0
Blerim DĹľemaili;ch SUI;MF;Bologna;33;700;180;Serie A;14;698;1;1;0;1.24;0
Andri Fannar Baldursson;is ISL;MF;Bologna;17;800000;187;Serie A;7;143;0;0;0;1.24;0
Musa Juwara;gm GAM;FW_MF;Bologna;17;80000;170;Serie A;7;153;1;0;0;1.24;0
Ladislav KrejÄŤĂ­;cz CZE;DF;Bologna;27;1800000;179;Serie A;14;1051;1;0;0;1.24;0
Danilo Larangeira;br BRA;DF;Bologna;35;600;185;Serie A;30;2638;2;0;0;1.24;0
Ibrahima Mbaye;sn SEN;DF;Bologna;24;2000000;188;Serie A;20;1507;0;3;0;1.24;0
Gary Medel;cl CHI;MF;Bologna;31;2000000;171;Serie A;23;1784;0;0;0;1.24;0
Kingsley Michael;ng NGA;MF;Bologna;19;90000;176;Serie A;1;76;0;0;0;1.24;0
Riccardo Orsolini;it ITA;FW_MF;Bologna;22;20000000;183;Serie A;37;2681;8;6;0;1.24;0
Rodrigo Palacio;ar ARG;FW;Bologna;37;40000;176;Serie A;35;2517;7;3;0;1.24;0
NehuĂ©n Paz;ar ARG;DF;Bologna;26;32500;191;Serie A;3;119;0;1;0;1.24;0
Andrea Poli;it ITA;MF;Bologna;29;2000000;182;Serie A;28;1919;2;0;0;1.24;0
Dion Ruffo Luci;it ITA;MF;Bologna;18;10000;0;Serie A;1;1;0;0;0;1.24;0
Nicola Sansone;it ITA;FW_MF;Bologna;27;6000000;173;Serie A;33;2269;4;3;0;1.24;0
Federico Santander;py PAR;FW;Bologna;28;4000000;187;Serie A;24;770;1;0;0;1.24;0
Jerdy Schouten;nl NED;MF;Bologna;22;3000000;185;Serie A;19;1082;0;0;0;1.24;0
Ĺukasz Skorupski;pl POL;GK;Bologna;28;5000000;187;Serie A;37;3330;0;0;122;1.24;0
Andreas Skov Olsen;dk DEN;FW_MF;Bologna;19;6000000;187;Serie A;26;760;1;0;0;1.24;0
Roberto Soriano;it ITA;MF;Bologna;28;6000000;182;Serie A;29;2469;5;5;0;1.24;0
Mattias Svanberg;se SWE;MF;Bologna;20;5000000;185;Serie A;25;1051;1;2;0;1.24;0
Takehiro Tomiyasu;jp JPN;DF;Bologna;20;13000000;188;Serie A;29;2528;1;3;0;1.24;0
Yacine Adli;fr FRA;MF_FW;Bordeaux;19;6000000;186;Ligue 1;21;1020;3;3;0;1.32;0
Youssef AĂŻt Bennasser;ma MAR;MF;Bordeaux;23;4000000;184;Ligue 1;12;536;0;1;0;1.32;0
Toma BaĹˇiÄ‡;hr CRO;MF;Bordeaux;22;7000000;189;Ligue 1;15;991;1;3;0;1.32;0
Raoul Bellanova;it ITA;DF;Bordeaux;19;90000;188;Ligue 1;1;62;0;0;0;1.32;0
Loris Benito;ch SUI;DF;Bordeaux;27;3000000;184;Ligue 1;23;1896;1;0;0;1.32;0
Yassine Benrahou;fr FRA;FW_MF;Bordeaux;20;2000000;170;Ligue 1;6;168;0;2;0;1.32;0
Jimmy Briand;fr FRA;FW;Bordeaux;33;1000000;183;Ligue 1;22;1525;7;1;0;1.32;0
BenoĂ®t Costil;fr FRA;GK;Bordeaux;32;4000000;188;Ligue 1;28;2520;0;0;75;1.32;0
VukaĹˇin JovanoviÄ‡;rs SRB;DF;Bordeaux;23;2000000;188;Ligue 1;9;573;0;1;0;1.32;0
Samuel Kalu;ng NGA;FW_DF;Bordeaux;21;6000000;176;Ligue 1;20;1357;1;1;0;1.32;0
FranĂ§ois Kamano;gn GUI;DF_MF;Bordeaux;23;8000000;182;Ligue 1;11;648;1;0;0;1.32;0
Laurent Koscielny;fr FRA;DF;Bordeaux;33;4000000;185;Ligue 1;25;2183;0;0;0;1.32;0
Enock Kwateng;fr FRA;DF;Bordeaux;22;3000000;181;Ligue 1;14;983;0;1;0;1.32;0
Albert Lottin;fr FRA;MF;Bordeaux;17;45000;181;Ligue 1;1;45;0;0;0;1.32;0
Josh Maja;ng NGA;FW;Bordeaux;20;6500000;180;Ligue 1;21;735;6;2;0;1.32;0
Mexer;mz MOZ;DF;Bordeaux;30;2000000;188;Ligue 1;19;1488;0;2;0;1.32;0
OtĂˇvio;br BRA;MF;Bordeaux;25;7000000;176;Ligue 1;25;2211;2;3;0;1.32;0
Remi Oudin;fr FRA;FW;Bordeaux;22;7000000;185;Ligue 1;8;562;1;1;0;1.32;0
Pablo;br BRA;DF;Bordeaux;28;8000000;188;Ligue 1;25;2173;4;0;0;1.32;0
RubĂ©n Pardo;es ESP;MF;Bordeaux;26;2000000;181;Ligue 1;6;188;1;0;0;1.32;0
Maxime PoundjĂ©;fr FRA;DF;Bordeaux;26;2000000;179;Ligue 1;2;4;0;0;0;1.32;0
Nicolas de PrĂ©ville;fr FRA;MF_FW;Bordeaux;28;5000000;182;Ligue 1;24;1995;6;4;0;1.32;0
Youssouf Sabaly;sn SEN;DF;Bordeaux;26;8000000;174;Ligue 1;12;913;0;1;0;1.32;0
AurĂ©lien TchouamĂ©ni;fr FRA;MF;Bordeaux;19;15000000;185;Ligue 1;15;1110;0;1;0;1.32;0
Hwang Ui-jo;kr KOR;FW_MF;Bordeaux;26;2500000;185;Ligue 1;24;1633;6;2;0;1.32;0
Nathan AkĂ©;nl NED;DF;Bournemouth;24;28000000;180;Premier League;29;2503;2;2;0;0.89;0
Philip Billing;dk DEN;MF;Bournemouth;23;14000000;193;Premier League;34;2530;1;1;0;0.89;0
David Brooks;wal WAL;MF;Bournemouth;22;24000000;173;Premier League;9;506;1;0;0;0.89;0
Lewis Cook;eng ENG;MF;Bournemouth;22;16000000;175;Premier League;27;1352;0;0;0;0.89;0
Steve Cook;eng ENG;DF;Bournemouth;28;9000000;185;Premier League;29;2428;1;0;0;0.89;0
Charlie Daniels;eng ENG;DF;Bournemouth;32;1000000;178;Premier League;2;126;0;0;0;0.89;0
Simon Francis;eng ENG;DF;Bournemouth;34;80000;191;Premier League;15;969;0;0;0;0.89;0
Ryan Fraser;sco SCO;MF_FW;Bournemouth;25;17000000;163;Premier League;28;2067;1;4;0;0.89;0
Dan Gosling;eng ENG;MF;Bournemouth;29;2000000;180;Premier League;24;1264;3;1;0;0.89;0
Arnaut Groeneveld;nl NED;MF;Bournemouth;22;10000000;178;Premier League;14;630;0;0;0;0.89;0
Jordon Ibe;eng ENG;DF;Bournemouth;23;4000000;176;Premier League;2;50;0;0;0;0.89;0
Lloyd Kelly;eng ENG;DF;Bournemouth;20;8000000;191;Premier League;8;639;0;0;0;0.89;0
Joshua King;no NOR;FW_MF;Bournemouth;27;16000000;187;Premier League;26;2011;6;4;0;0.89;0
Jefferson Lerma;co COL;MF;Bournemouth;24;20000000;179;Premier League;33;2703;1;2;0;0.89;0
Chris Mepham;wal WAL;DF;Bournemouth;21;8000000;191;Premier League;12;912;1;0;0;0.89;0
Aaron Ramsdale;eng ENG;GK;Bournemouth;21;12000000;191;Premier League;37;3330;0;1;120;0.89;0
Diego Rico;es ESP;DF;Bournemouth;26;8000000;183;Premier League;27;2332;0;4;0;0.89;0
Jack Simpson;eng ENG;DF;Bournemouth;22;1000000;190;Premier League;4;241;0;0;0;0.89;0
Adam Smith;eng ENG;DF;Bournemouth;28;7000000;174;Premier League;24;2055;0;1;0;0.89;0
Dominic Solanke;eng ENG;FW_MF;Bournemouth;21;12000000;186;Premier League;32;1651;3;1;0;0.89;0
Jack Stacey;eng ENG;DF;Bournemouth;23;3000000;180;Premier League;19;1549;0;2;0;0.89;0
Junior Stanislas;eng ENG;MF_DF;Bournemouth;29;2000000;183;Premier League;15;712;3;0;0;0.89;0
Andrew Surman;eng ENG;MF;Bournemouth;32;1000000;178;Premier League;5;235;0;0;0;0.89;0
Sam Surridge;eng ENG;FW;Bournemouth;21;45000;190;Premier League;4;27;0;0;0;0.89;0
Mark Travers;ie IRL;GK;Bournemouth;20;25000;191;Premier League;1;90;0;0;2;0.89;0
Callum Wilson;eng ENG;FW;Bournemouth;27;24000000;180;Premier League;35;2908;8;1;0;0.89;0
Harry Wilson;wal WAL;MF_FW;Bournemouth;22;17000000;173;Premier League;31;1646;7;0;0;0.89;0
Enrico Alfonso;it ITA;GK;Brescia;31;47500;191;Serie A;4;279;0;0;7;0.66;0
Lorenzo Andrenacci;it ITA;GK;Brescia;24;10000;188;Serie A;6;531;0;0;28;0.66;0
Florian AyĂ©;fr FRA;FW_MF;Brescia;22;1000000;184;Serie A;22;1380;0;0;0;0.66;0
Mario Balotelli;it ITA;FW;Brescia;28;5000000;189;Serie A;19;1404;5;0;0;0.66;0
Dimitri Bisoli;it ITA;MF;Brescia;25;2000000;180;Serie A;25;2152;1;1;0;0.66;0
Birkir Bjarnason;is ISL;MF_FW;Brescia;31;80000;184;Serie A;13;798;0;1;0;0.66;0
Jhon Chancellor;ve VEN;DF;Brescia;27;1000000;197;Serie A;26;2244;3;0;0;0.66;0
Andrea Cistana;it ITA;DF;Brescia;22;6000000;185;Serie A;21;1838;1;0;0;0.66;0
Felipe Curcio;br BRA;DF;Brescia;26;30000;185;Serie A;1;5;0;0;0;0.66;0
Daniele Dessena;it ITA;MF;Brescia;32;40000;182;Serie A;24;1869;2;0;0;0.66;0
Alfredo Donnarumma;it ITA;FW;Brescia;28;4000000;180;Serie A;31;1684;7;2;0;0.66;0
Daniele Gastaldello;it ITA;DF;Brescia;36;30000;187;Serie A;8;389;0;0;0;0.66;0
Andrea Ghezzi;it ITA;DF_MF;Brescia;0;15000;0;Serie A;5;37;0;0;0;0.66;0
Jesse Joronen;fi FIN;GK;Brescia;26;4000000;197;Serie A;29;2610;0;0;123;0.66;0
Giangiacomo Magnani;it ITA;DF_MF;Brescia;23;3000000;191;Serie A;2;115;0;0;0;0.66;0
Massimiliano Mangraviti;it ITA;DF;Brescia;21;20000;188;Serie A;13;972;0;0;0;0.66;0
Bruno Martella;it ITA;DF_MF;Brescia;26;1000000;183;Serie A;24;1270;0;0;0;0.66;0
Ales Mateju;cz CZE;DF;Brescia;23;1500000;185;Serie A;31;2548;0;1;0;0.66;0
Alessandro Matri;it ITA;FW_MF;Brescia;34;300;183;Serie A;8;89;0;0;0;0.66;0
Leonardo Morosini;it ITA;FW_MF;Brescia;23;80000;175;Serie A;3;26;0;0;0;0.66;0
Emanuele Ndoj;al ALB;MF;Brescia;22;2000000;189;Serie A;18;555;0;0;0;0.66;0
Andrea Papetti;it ITA;DF;Brescia;17;50000;186;Serie A;11;917;1;0;0;0.66;0
RĂ´mulo;it ITA;MF;Brescia;32;1000000;178;Serie A;22;1723;1;3;0;0.66;0
Stefano Sabelli;it ITA;DF;Brescia;26;1000000;176;Serie A;36;3168;0;3;0;0.66;0
Alessandro Semprini;it ITA;DF;Brescia;21;20000;183;Serie A;12;629;1;0;0;0.66;0
Simon Skrabb;fi FIN;MF_FW;Brescia;24;2000000;174;Serie A;10;257;0;0;0;0.66;0
Nikolas Ĺ palek;sk SVK;MF_FW;Brescia;22;2000000;171;Serie A;25;1579;2;1;0;0.66;0
Sandro Tonali;it ITA;MF;Brescia;19;31000000;181;Serie A;35;3014;1;7;0;0.66;0
Ernesto Torregrossa;it ITA;FW;Brescia;27;2000000;184;Serie A;25;1844;7;3;0;0.66;0
Luca Tremolada;it ITA;MF;Brescia;27;72500;176;Serie A;1;15;0;0;0;0.66;0
Mattia Viviani;it ITA;MF;Brescia;18;35000;183;Serie A;8;344;0;0;0;0.66;0
JaromĂ­r Zmrhal;cz CZE;MF;Brescia;25;2500000;189;Serie A;21;1125;2;0;0;0.66;0
Mathias Autret;fr FRA;MF_FW;Brest;28;2000000;175;Ligue 1;23;1222;2;3;0;1.21;0
Ludovic Baal;gf GUF;DF;Brest;33;32500;176;Ligue 1;11;827;0;0;0;1.21;0
DĂ©nys Bain;fr FRA;DF;Brest;26;2000000;181;Ligue 1;15;1268;1;0;0;1.21;0
Cristian Battocchio;it ITA;MF;Brest;27;1000000;177;Ligue 1;24;1392;3;1;0;1.21;0
GaĂ«tan Belaud;fr FRA;DF;Brest;32;40000;177;Ligue 1;7;580;0;0;0;1.21;0
Haris Belkebla;dz ALG;MF;Brest;25;1000000;177;Ligue 1;23;1816;0;0;0;1.21;0
Irvin Cardona;fr FRA;FW_MF;Brest;21;4000000;185;Ligue 1;21;1450;6;3;0;1.21;0
Jean-Charles Castelletto;cm CMR;DF;Brest;24;2000000;185;Ligue 1;22;1838;1;0;0;1.21;0
GaĂ«tan Charbonnier;fr FRA;FW_MF;Brest;30;2000000;188;Ligue 1;26;2065;4;5;0;1.21;0
Brendan Chardonnet;fr FRA;DF;Brest;24;65000;185;Ligue 1;12;823;0;0;0;1.21;0
Yoann Court;fr FRA;FW_MF;Brest;29;1000000;172;Ligue 1;23;1465;3;7;0;1.21;0
Ibrahima Diallo;fr FRA;MF;Brest;20;9000000;179;Ligue 1;19;1561;0;1;0;1.21;0
Jean-Kevin Duverne;fr FRA;DF;Brest;22;1000000;184;Ligue 1;14;1178;0;0;0;1.21;0
Julien Faussurier;fr FRA;DF;Brest;32;80000;173;Ligue 1;22;1980;2;3;0;1.21;0
Samuel Grandsir;fr FRA;FW_MF;Brest;22;2000000;170;Ligue 1;24;1492;3;1;0;1.21;0
Gautier Larsonneur;fr FRA;GK;Brest;22;5000000;181;Ligue 1;27;2397;0;0;95;1.21;0
Paul Lasne;fr FRA;MF_FW;Brest;30;1000000;186;Ligue 1;19;1224;2;1;0;1.21;0
Donovan LĂ©on;gf GUF;GK;Brest;26;32500;187;Ligue 1;2;123;0;0;8;1.21;0
Hugo Magnetti;fr FRA;MF;Brest;21;52500;172;Ligue 1;8;236;0;0;0;1.21;0
Alexandre Mendy;gw GNB;FW_MF;Brest;25;1000000;184;Ligue 1;20;899;3;1;0;1.21;0
Ferris N'Goma;fr FRA;FW_MF;Brest;26;55000;175;Ligue 1;4;25;1;0;0;1.21;0
Romain Perraud;fr FRA;DF;Brest;21;2000000;173;Ligue 1;20;1670;0;1;0;1.21;0
Steven Alzate;co COL;MF_DF;Brighton;20;2000000;180;Premier League;19;1188;0;0;0;1.08;0
Florin Andone;ro ROU;MF_FW;Brighton;26;3000000;180;Premier League;3;73;1;0;0;1.08;0
Bernardo;br BRA;DF;Brighton;24;4800000;186;Premier League;14;679;0;0;0;1.08;0
Yves Bissouma;ml MLI;MF;Brighton;22;9000000;182;Premier League;22;1259;1;0;0;1.08;0
GaĂ«tan Bong;cm CMR;MF_DF;Brighton;31;80000;183;Premier League;4;59;0;0;0;1.08;0
Dan Burn;eng ENG;DF;Brighton;27;5000000;201;Premier League;34;2880;0;0;0;1.08;0
Aaron Connolly;ie IRL;FW;Brighton;19;4000000;175;Premier League;24;1258;3;1;0;1.08;0
Shane Duffy;ie IRL;DF;Brighton;27;9000000;193;Premier League;19;1238;1;0;0;1.08;0
Lewis Dunk;eng ENG;DF;Brighton;27;16000000;192;Premier League;36;3230;3;3;0;1.08;0
Pascal GroĂź;de GER;FW_MF;Brighton;28;9000000;181;Premier League;29;1796;2;4;0;1.08;0
Alireza Jahanbakhsh;ir IRN;FW_MF;Brighton;25;6000000;180;Premier League;10;311;2;0;0;1.08;0
Tariq Lamptey;eng ENG;DF;Brighton;18;3000000;164;Premier League;8;588;0;1;0;1.08;0
JĂĽrgen Locadia;nl NED;MF_FW;Brighton;25;8000000;185;Premier League;2;86;0;0;0;1.08;0
Alexis Mac Allister;ar ARG;MF_FW;Brighton;20;11000000;174;Premier League;9;352;0;0;0;1.08;0
Solly March;eng ENG;DF_FW;Brighton;25;6000000;180;Premier League;19;1143;0;1;0;1.08;0
Neal Maupay;fr FRA;FW;Brighton;22;17000000;173;Premier League;37;2766;10;3;0;1.08;0
MartĂ­n Montoya;es ESP;DF;Brighton;28;6000000;175;Premier League;27;1896;0;1;0;1.08;0
Aaron Mooy;au AUS;MF_FW;Brighton;28;9000000;179;Premier League;31;2085;2;2;0;1.08;0
Glenn Murray;eng ENG;FW;Brighton;35;1000000;186;Premier League;23;797;1;1;0;1.08;0
Davy PrĂ¶pper;nl NED;MF;Brighton;27;13000000;185;Premier League;35;2829;1;2;0;1.08;0
Mathew Ryan;au AUS;GK;Brighton;27;8000000;184;Premier League;38;3420;0;0;114;1.08;0
Ezequiel Schelotto;it ITA;DF;Brighton;30;1000000;187;Premier League;8;361;0;0;0;1.08;0
Dale Stephens;eng ENG;MF;Brighton;30;4000000;185;Premier League;33;2530;0;1;0;1.08;0
Leandro Trossard;be BEL;FW_MF;Brighton;24;13000000;172;Premier League;31;2011;5;3;0;1.08;0
Adam Webster;eng ENG;DF;Brighton;24;12000000;190;Premier League;31;2668;3;1;0;1.08;0
Phil Bardsley;sco SCO;DF;Burnley;34;80000;180;Premier League;21;1890;0;1;0;1.42;0
Ashley Barnes;eng ENG;FW;Burnley;29;8000000;186;Premier League;19;1352;6;0;0;1.42;0
JĂłhann Berg GuĂ°mundsson;is ISL;MF;Burnley;28;6500000;186;Premier League;12;621;1;1;0;1.42;0
Robbie Brady;ie IRL;MF;Burnley;27;4000000;176;Premier League;17;454;1;2;0;1.42;0
Josh Brownhill;eng ENG;MF;Burnley;23;5000000;179;Premier League;10;805;0;0;0;1.42;0
Jack Cork;eng ENG;MF;Burnley;30;8000000;185;Premier League;30;2613;0;0;0;1.42;0
Danny Drinkwater;eng ENG;MF;Burnley;29;4000000;177;Premier League;1;58;0;0;0;1.42;0
Jeff Hendrick;ie IRL;MF;Burnley;27;9000000;185;Premier League;24;1931;2;2;0;1.42;0
Aaron Lennon;eng ENG;MF;Burnley;32;2000000;165;Premier League;16;496;0;0;0;1.42;0
Kevin Long;ie IRL;DF;Burnley;28;1000000;188;Premier League;8;564;0;0;0;1.42;0
Matthew Lowton;eng ENG;DF;Burnley;30;4000000;180;Premier League;17;1530;0;1;0;1.42;0
Dwight McNeil;eng ENG;MF;Burnley;19;18000000;183;Premier League;38;3338;2;6;0;1.42;0
Ben Mee;eng ENG;DF;Burnley;29;8000000;180;Premier League;32;2880;1;1;0;1.42;0
Erik Pieters;nl NED;DF_MF;Burnley;30;4000000;183;Premier League;24;1878;0;4;0;1.42;0
Nick Pope;eng ENG;GK;Burnley;27;12000000;191;Premier League;38;3420;0;0;112;1.42;0
Jay Rodriguez;eng ENG;FW;Burnley;30;6000000;184;Premier League;36;2016;8;1;0;1.42;0
James Tarkowski;eng ENG;DF;Burnley;26;20000000;185;Premier League;38;3420;2;2;0;1.42;0
